[DEBUG] 2022-10-04 12:30:36.225 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2022-10-04 12:30:36.230 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2022-10-04 12:30:36.234 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2022-10-04 12:30:36.288 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2022-10-04 12:30:36.290 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2022-10-04 12:30:36.455 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2022-10-04 12:30:36.455 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2022-10-04 12:30:36.459 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2022-10-04 12:30:36.686 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2022-10-04 12:30:36.706 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2022-10-04 12:30:36.707 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2022-10-04 12:30:36.728 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2022-10-04 12:30:36.759 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@ebd06a9
[DEBUG] 2022-10-04 12:30:36.760 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@ebd06a9
[DEBUG] 2022-10-04 12:30:36.760 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@ebd06a9
[DEBUG] 2022-10-04 12:30:36.761 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@10358c32
[DEBUG] 2022-10-04 12:30:36.761 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@2a2843ec
[DEBUG] 2022-10-04 12:30:36.762 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@5e1fc2aa
[DEBUG] 2022-10-04 12:30:36.763 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@295bf2a
[DEBUG] 2022-10-04 12:30:36.763 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@295bf2a
[DEBUG] 2022-10-04 12:30:36.763 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@295bf2a
[DEBUG] 2022-10-04 12:30:36.764 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@44924587
[DEBUG] 2022-10-04 12:30:36.764 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@44924587
[DEBUG] 2022-10-04 12:30:36.764 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@44924587
[DEBUG] 2022-10-04 12:30:36.765 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@29f85fe1
[DEBUG] 2022-10-04 12:30:36.766 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@29f85fe1
[DEBUG] 2022-10-04 12:30:36.766 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@29f85fe1
[DEBUG] 2022-10-04 12:30:36.767 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@71b6d77f
[DEBUG] 2022-10-04 12:30:36.767 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@71b6d77f
[DEBUG] 2022-10-04 12:30:36.767 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@71b6d77f
[DEBUG] 2022-10-04 12:30:36.768 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@622fdb81
[DEBUG] 2022-10-04 12:30:36.768 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@622fdb81
[DEBUG] 2022-10-04 12:30:36.768 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@622fdb81
[DEBUG] 2022-10-04 12:30:36.769 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@574cd322
[DEBUG] 2022-10-04 12:30:36.769 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@574cd322
[DEBUG] 2022-10-04 12:30:36.769 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@574cd322
[DEBUG] 2022-10-04 12:30:36.770 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@475646d4
[DEBUG] 2022-10-04 12:30:36.770 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@475646d4
[DEBUG] 2022-10-04 12:30:36.770 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@475646d4
[DEBUG] 2022-10-04 12:30:36.771 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@2d272b0d
