[DEBUG] 2022-10-09 17:12:40.440 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2022-10-09 17:12:40.446 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2022-10-09 17:12:40.451 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2022-10-09 17:12:40.538 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2022-10-09 17:12:40.540 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2022-10-09 17:12:40.699 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2022-10-09 17:12:40.700 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2022-10-09 17:12:40.707 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2022-10-09 17:12:41.002 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2022-10-09 17:12:41.019 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2022-10-09 17:12:41.020 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2022-10-09 17:12:41.081 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2022-10-09 17:12:41.119 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@15639d09
[DEBUG] 2022-10-09 17:12:41.119 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@15639d09
[DEBUG] 2022-10-09 17:12:41.119 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@15639d09
[DEBUG] 2022-10-09 17:12:41.120 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@681c0ae6
[DEBUG] 2022-10-09 17:12:41.120 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@5696c927
[DEBUG] 2022-10-09 17:12:41.121 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@6d6bff89
[DEBUG] 2022-10-09 17:12:41.121 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@1a2e0d57
[DEBUG] 2022-10-09 17:12:41.121 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@1a2e0d57
[DEBUG] 2022-10-09 17:12:41.121 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@1a2e0d57
[DEBUG] 2022-10-09 17:12:41.122 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@3d9f0a5
