[DEBUG] 2022-10-05 10:54:01.688 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2022-10-05 10:54:01.694 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2022-10-05 10:54:01.699 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2022-10-05 10:54:01.856 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2022-10-05 10:54:01.866 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2022-10-05 10:54:02.116 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2022-10-05 10:54:02.116 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2022-10-05 10:54:02.120 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2022-10-05 10:54:02.954 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2022-10-05 10:54:03.007 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2022-10-05 10:54:03.011 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2022-10-05 10:54:03.042 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2022-10-05 10:54:03.128 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2e51d054
[DEBUG] 2022-10-05 10:54:03.128 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2e51d054
[DEBUG] 2022-10-05 10:54:03.135 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@2e51d054
[DEBUG] 2022-10-05 10:54:03.136 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@608bc8f8
[DEBUG] 2022-10-05 10:54:03.137 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@79316f3a
[DEBUG] 2022-10-05 10:54:03.138 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@61c42416
[DEBUG] 2022-10-05 10:54:03.139 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@16c587de
[DEBUG] 2022-10-05 10:54:03.139 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@16c587de
[DEBUG] 2022-10-05 10:54:03.139 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@16c587de
[DEBUG] 2022-10-05 10:54:03.140 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@2a2843ec
