[DEBUG] 2022-10-16 16:53:48.559 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2022-10-16 16:53:48.565 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2022-10-16 16:53:48.568 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2022-10-16 16:53:48.772 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2022-10-16 16:53:48.774 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2022-10-16 16:53:48.954 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2022-10-16 16:53:48.955 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2022-10-16 16:53:48.962 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2022-10-16 16:53:49.277 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2022-10-16 16:53:49.300 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2022-10-16 16:53:49.301 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2022-10-16 16:53:49.316 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2022-10-16 16:53:49.340 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@335f5c69
[DEBUG] 2022-10-16 16:53:49.341 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@335f5c69
[DEBUG] 2022-10-16 16:53:49.341 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@335f5c69
[DEBUG] 2022-10-16 16:53:49.341 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@64502326
[DEBUG] 2022-10-16 16:53:49.342 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@2e7af36e
[DEBUG] 2022-10-16 16:53:49.342 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@733e6df7
[DEBUG] 2022-10-16 16:53:49.343 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@1cbc5693
[DEBUG] 2022-10-16 16:53:49.343 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@1cbc5693
[DEBUG] 2022-10-16 16:53:49.343 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@1cbc5693
[DEBUG] 2022-10-16 16:53:49.344 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@4d4436d0
[DEBUG] 2022-10-16 16:53:49.344 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@4d4436d0
[DEBUG] 2022-10-16 16:53:49.345 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@4d4436d0
[DEBUG] 2022-10-16 16:53:49.346 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@5348d83c
[DEBUG] 2022-10-16 16:53:49.346 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@5348d83c
